range_start,range_end,journal,volume,issue,issue_heading,published_date,title,authors,score,priority,lab_relevance,themes,matched_groups,matched_terms,doi,url,review_o,review_x,training_label,reviewer_notes,abstract
all-time,current,Science,391,6788,"Volume 391, Issue 6788, Feb 2026",2026-02-26,Chromatin dynamics shape aging across organs,"Sam N. Barnett, Michela Noseda",9.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: aging,10.1126/science.aef5650,https://doi.org/10.1126/science.aef5650,,,,,
all-time,current,Science,391,6787,"Volume 391, Issue 6787, Feb 2026",2026-02-19,Cyborg pancreatic islet organoids,"Jochen Lang, Matthieu Raoux",3.0,Not relevant,0,,,,10.1126/science.aef2219,https://doi.org/10.1126/science.aef2219,,,,,
all-time,current,Science,391,6786,"Volume 391, Issue 6786, Feb 2026",2026-02-12,Mitochondrial control of fuel switching via carnitine biosynthesis,"Christopher Auger, Hiroshi Nishida, ..., Shingo Kajimura",18.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,core_disease_context; adipose_axis; lipid_metabolism,core_disease_context: obesity | adipose_axis: adipose tissue | lipid_metabolism: fatty acid oxidation,10.1126/science.ady5532,https://doi.org/10.1126/science.ady5532,,,,,"Environmental adaptation often involves a shift in energy utilization toward mitochondrial fatty acid oxidation, which requires carnitine. Besides dietary sources of animal origin, carnitine biosynthesis from trimethyllysine (TML) is essential, particularly for those who consume plant-based diets; however, its molecular regulation and physiological role remain elusive. Here, we identify SLC25A45 as a mitochondrial TML carrier that controls carnitine biosynthesis and fuel switching. SLC25A45 deficiency decreased the carnitine pool and impaired mitochondrial fatty acid oxidation, shifting reliance to carbohydrate metabolism. Slc25a45 -deficient mice were cold-intolerant and resistant to lipid mobilization by glucagon-like peptide-1 receptor agonist (GLP-1RA), rendering them resistant to adipose tissue loss. Our study suggests that mitochondria serve as a regulatory checkpoint in fuel switching, with implications for metabolic adaptation and the efficacy of GLP-1RA–based anti-obesity therapy."
all-time,current,Science,391,6786,"Volume 391, Issue 6786, Feb 2026",2026-02-12,Transcription factor Etv3 controls the tolerogenic function of dendritic cells,"Nicholas M. Adams, Daniel Martinez-Krams, ..., Boris Reizis",3.0,Not relevant,0,,,,10.1126/science.ads1246,https://doi.org/10.1126/science.ads1246,,,,,
all-time,current,Science,391,6786,"Volume 391, Issue 6786, Feb 2026",2026-02-12,Poxvirus attack of antiviral defense pathways unleashes an effector-triggered NF-κB response,"Brenna C. Remick, Joshua Q. Mao, ..., Russell E. Vance",3.0,Not relevant,0,,,,10.1126/science.adw4937,https://doi.org/10.1126/science.adw4937,,,,,
all-time,current,Science,391,6785,"Volume 391, Issue 6785, Feb 2026",2026-02-05,The ovarian stroma as a therapeutic target,"Francesca E. Duncan, Elnur Babayev",7.0,Archive only,1,Cell targeting / therapy,therapy_translation,therapy_translation: therapeutic target,10.1126/science.aee7270,https://doi.org/10.1126/science.aee7270,,,,,
all-time,current,Science,391,6785,"Volume 391, Issue 6785, Feb 2026",2026-02-05,Antifibrotic drug finerenone restores fertility in premature ovarian insufficiency,"Zexiong Lin, Yuan Li, ..., Kui Liu",3.0,Not relevant,0,,,,10.1126/science.adz4075,https://doi.org/10.1126/science.adz4075,,,,,
all-time,current,Science,391,6784,"Volume 391, Issue 6784, Jan 2026",2026-01-29,DNA-protein cross-links promote cGAS-STING–driven premature aging and embryonic lethality,"Ines Tomaskovic, Cristian Prieto-Garcia, ..., Ivan Dikic",9.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: aging,10.1126/science.adx9445,https://doi.org/10.1126/science.adx9445,,,,,
all-time,current,Science,391,6784,"Volume 391, Issue 6784, Jan 2026",2026-01-29,Cellular survivorship bias as a mechanistic driver of muscle stem cell aging,"Jengmin Kang, Daniel I. Benjamin, ..., Thomas A. Rando",9.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: aging,10.1126/science.ads9175,https://doi.org/10.1126/science.ads9175,,,,,
all-time,current,Science,391,6784,"Volume 391, Issue 6784, Jan 2026",2026-01-29,Rethinking the heritability of aging,"Daniela Bakula, Morten Scheibye-Knudsen",9.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: aging,10.1126/science.aee3844,https://doi.org/10.1126/science.aee3844,,,,,
all-time,current,Science,391,6784,"Volume 391, Issue 6784, Jan 2026",2026-01-29,Aging drives a program of DNA methylation decay in plant organs,"Dawei Dai, Ken Chen, Jingwen Tao, Ben P. Williams",6.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: aging,10.1126/science.adu2392,https://doi.org/10.1126/science.adu2392,,,,,
all-time,current,Science,391,6784,"Volume 391, Issue 6784, Jan 2026",2026-01-29,The origin of hepatocellular carcinoma depends on metabolic zonation,"Jason Guo, Roger Liang, ..., Hao Zhu",3.0,Not relevant,0,,,,10.1126/science.adv7129,https://doi.org/10.1126/science.adv7129,,,,,
all-time,current,Science,391,6784,"Volume 391, Issue 6784, Jan 2026",2026-01-29,Muscle stem cells trade functionality for survival,Julia von Maltzahn,3.0,Not relevant,0,,,,10.1126/science.aed3298,https://doi.org/10.1126/science.aed3298,,,,,
all-time,current,Science,391,6784,"Volume 391, Issue 6784, Jan 2026",2026-01-29,Heritability of intrinsic human life span is about 50% when confounding factors are addressed,"Ben Shenhar, Glen Pridham, ..., Uri Alon",3.0,Not relevant,0,,,,10.1126/science.adz1187,https://doi.org/10.1126/science.adz1187,,,,,
all-time,current,Science,391,6783,"Volume 391, Issue 6783, Jan 2026",2026-01-22,Platelet-derived integrin- and tetraspanin-enriched tethers exacerbate severe inflammation,"Charly Kusch, David Stegner, ..., Bernhard Nieswandt",11.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: inflammation,10.1126/science.adu2825,https://doi.org/10.1126/science.adu2825,,,,,
all-time,current,Science,391,6783,"Volume 391, Issue 6783, Jan 2026",2026-01-22,Myelin is repaired by constitutive differentiation of oligodendrocyte progenitors,"Yevgeniya A. Mironova, Brendan Dang, ..., Dwight E. Bergles",3.0,Not relevant,0,,,,10.1126/science.adu2896,https://doi.org/10.1126/science.adu2896,,,,,
all-time,current,Science,391,6783,"Volume 391, Issue 6783, Jan 2026",2026-01-22,Tethered platelets in severe infection,"Gina Perrella, Julie Rayes",3.0,Not relevant,0,,,,10.1126/science.aed1243,https://doi.org/10.1126/science.aed1243,,,,,
all-time,current,Science,391,6782,"Volume 391, Issue 6782, Jan 2026",2026-01-15,Ablation of <i>Prdm16</i> and beige fat identity causes vascular remodeling and elevated blood pressure,"Mascha Koenen, Tobias Becher, ..., Paul Cohen",78.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,liver_axis; adipose_axis,"liver_axis: fibrosis | adipose_axis: adipocyte, adipocytes, adipose tissue, adiposity, beige adipocyte, beige fat, brown fat, perivascular adipose",10.1126/science.ady8644,https://doi.org/10.1126/science.ady8644,,,,,"Excess adiposity is a major risk factor for hypertension and heart disease. Brown fat is associated with protection from cardiovascular pathology, but whether this relationship is causal remains unknown. In this work, we investigate the role of mouse beige fat, as a model of human inducible brown fat, in adipocyte-vascular cross-talk. Using adipocyte-specific Prdm16 knockout mice with a loss of beige adipocyte identity, we discovered marked remodeling of perivascular adipose tissue, increased vascular reactivity, and elevated blood pressure. We show that the circulating enzyme QSOX1 is derepressed in Prdm16 -deficient adipocytes, and deletion of Qsox1 in Prdm16 conditional knockout mice prevented vascular fibrosis and normalized vascular reactivity. These results demonstrate a key role for beige adipocytes in blood pressure regulation and identify QSOX1 as an important mediator of adipocyte-vascular cross-talk."
all-time,current,Science,391,6782,"Volume 391, Issue 6782, Jan 2026",2026-01-15,Nucleotide metabolic rewiring enables NLRP3 inflammasome hyperactivation in obesity,"Danhui Liu, Chuanli Zhou, ..., Zhenyu Zhong",13.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: obesity,10.1126/science.adq9006,https://doi.org/10.1126/science.adq9006,,,,,
all-time,current,Science,391,6782,"Volume 391, Issue 6782, Jan 2026",2026-01-15,Chronic low-dose exposure to chlorpyrifos reduces life span in a wild fish by accelerating aging,"Kai Huang, Zihan Zhang, ..., Jason R. Rohr",9.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: aging,10.1126/science.ady4727,https://doi.org/10.1126/science.ady4727,,,,,
all-time,current,Science,391,6782,"Volume 391, Issue 6782, Jan 2026",2026-01-15,Low doses of insecticide speed fish aging and death,Erik Stokstad,9.0,Archive only,1,Aging / senescence,aging_senescence,aging_senescence: aging,10.1126/science.aef4616,https://doi.org/10.1126/science.aef4616,,,,,
all-time,current,Science,391,6782,"Volume 391, Issue 6782, Jan 2026",2026-01-15,Macrophage MR1 antigen presentation promotes MAIT cell immunity and lung microbiota modulation,"Jieru Deng, Yuting Yan, ..., Hamish E. G. McWilliam",8.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1126/science.adr6322,https://doi.org/10.1126/science.adr6322,,,,,
all-time,current,Science,391,6782,"Volume 391, Issue 6782, Jan 2026",2026-01-15,Deep-learning analysis of 3D microarchitectural remodeling in hypertrophic cardiomyopathy,"Eric Q. Wei, Martin Beyer, ..., Jonathan G. Seidman",3.0,Not relevant,0,,,,10.1126/science.ady6443,https://doi.org/10.1126/science.ady6443,,,,,
all-time,current,Science,391,6781,"Volume 391, Issue 6781, Jan 2026",2026-01-08,IDH-mutant gliomas arise from glial progenitor cells harboring the initial driver mutation,"Jung Won Park, Jiehoon Kwak, ..., Jeong Ho Lee",3.0,Not relevant,0,,,,10.1126/science.adt0559,https://doi.org/10.1126/science.adt0559,,,,,
all-time,current,Science,390,6778,"Volume 390, Issue 6778, Dec 2025",2025-12-11,Hepatic leukemia factor directs tissue residency of proinflammatory memory CD4 <sup>+</sup> T cells,"Masahiro Kiuchi, Masahiro Nemoto, ..., Kiyoshi Hirahara",21.0,Must read,3,Liver metabolism / MASLD; Inflammation / immune regulation,liver_axis; inflammation_immunity,liver_axis: hepatic | inflammation_immunity: T cell,10.1126/science.adp0714,https://doi.org/10.1126/science.adp0714,,,,,
all-time,current,Science,390,6778,"Volume 390, Issue 6778, Dec 2025",2025-12-11,Mechanosensitive genomic enhancers potentiate the cellular response to matrix stiffness,"Brian D. Cosgrove, Lexi R. Bounds, ..., Charles A. Gersbach",3.0,Not relevant,0,,,,10.1126/science.adl1988,https://doi.org/10.1126/science.adl1988,,,,,
all-time,current,Science,390,6778,"Volume 390, Issue 6778, Dec 2025",2025-12-11,Cancer-fighting cells made in body help patients,Mitch Leslie,3.0,Not relevant,0,,,,10.1126/science.aee6253,https://doi.org/10.1126/science.aee6253,,,,,
all-time,current,Science,390,6778,"Volume 390, Issue 6778, Dec 2025",2025-12-11,Comparative analysis of human and mouse ovaries across age,"Eliza A. Gaylord, Mariko H. Foecke, ..., Diana J. Laird",3.0,Not relevant,0,,,,10.1126/science.adx0659,https://doi.org/10.1126/science.adx0659,,,,,
all-time,current,Science,390,6778,"Volume 390, Issue 6778, Dec 2025",2025-12-11,Infrared radiation is an ancient pollination signal,"Wendy A. Valencia-Montoya, Marjorie A. Liénard, ..., Nicholas W. Bellono",3.0,Not relevant,0,,,,10.1126/science.adz1728,https://doi.org/10.1126/science.adz1728,,,,,
all-time,current,Science,390,6777,"Volume 390, Issue 6777, Dec 2025",2025-12-04,‘Functional cure’ for HIV comes closer to reality,Jon Cohen,3.0,Not relevant,0,,,,10.1126/science.aee4259,https://doi.org/10.1126/science.aee4259,,,,,
all-time,current,Science,390,6775,"Volume 390, Issue 6775, Nov 2025",2025-11-20,A bacterial toxin disarms gut defenses against inflammation,"Sonia Modilevsky, Shai Bel",11.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: inflammation,10.1126/science.aec7924,https://doi.org/10.1126/science.aec7924,,,,,
all-time,current,Science,390,6775,"Volume 390, Issue 6775, Nov 2025",2025-11-20,Noncanonical agonist-dependent and -independent arrestin recruitment of GPR1,"Heng Cai, Xiaowen Lin, ..., Beili Wu",8.0,Archive only,1,Adipose tissue / adipocyte biology,adipose_axis,adipose_axis: adipocytes,10.1126/science.adt8794,https://doi.org/10.1126/science.adt8794,,,,,"G protein (heterotrimeric guanine nucleotide–binding protein)–coupled receptors have diverse signaling properties with differential preferences for downstream pathways. Certain receptors, such as the chemerin receptor GPR1, undergo arrestin-mediated internalization but weak G protein signaling. However, the mechanisms of this unusual signaling pattern and its physiological relevance are unclear. We report the structures of GPR1 bound to chemerin and β-arrestin 1 or β-arrestin 2 and an agonist-free GPR1–β-arrestin 1 complex. Upon agonist stimulation, the receptor binds the two arrestins in distinct interaction patterns, which may account for their differential cellular responses. Agonist-independent internalization was mediated by an inactive, constitutively phosphorylated GPR1 that accommodates β-arrestin 1 in an unconventional pocket together with a fatty acid, which potentially provides a basis for GPR1 modulating lipid accumulation in lipid-overloaded adipocytes."
all-time,current,Science,390,6775,"Volume 390, Issue 6775, Nov 2025",2025-11-20,An <i>Aeromonas</i> variant that produces aerolysin promotes susceptibility to ulcerative colitis,"Zhihui Jiang, Ye Wang, ..., Minsheng Zhu",3.0,Not relevant,0,,,,10.1126/science.adz4712,https://doi.org/10.1126/science.adz4712,,,,,
all-time,current,Science,390,6775,"Volume 390, Issue 6775, Nov 2025",2025-11-20,Rebalancing viral and immune damage versus repair prevents death from lethal influenza infection,"Hiroshi Ichise, Emily Speranza, ..., Ronald N. Germain",3.0,Not relevant,0,,,,10.1126/science.adr4635,https://doi.org/10.1126/science.adr4635,,,,,
all-time,current,Science,390,6774,"Volume 390, Issue 6774, Nov 2025",2025-11-13,Targeting formyl peptide receptor 1 reduces brain inflammation and neurodegeneration,"Yulin Li, Zhiguo Li, ..., Fu-Dong Shi",11.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: inflammation,10.1126/science.adq1177,https://doi.org/10.1126/science.adq1177,,,,,
all-time,current,Science,390,6774,"Volume 390, Issue 6774, Nov 2025",2025-11-13,Branched actin networks mediate macrophage-dependent host-microbiota homeostasis,"Luiz Ricardo C. Vasconcellos, Shaina Chor Mei Huang, ..., Michael Way",8.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1126/science.adr9571,https://doi.org/10.1126/science.adr9571,,,,,
all-time,current,Science,390,6774,"Volume 390, Issue 6774, Nov 2025",2025-11-13,Ms4a7 expression in cDC1s determines cross-presentation and antitumor immunity,"Bowen Xie, Bowen Yuan, ..., Chen Dong",3.0,Not relevant,0,,,,10.1126/science.ady5362,https://doi.org/10.1126/science.ady5362,,,,,
all-time,current,Science,390,6773,"Volume 390, Issue 6773, Nov 2025",2025-11-06,Adipogenin promotes the development of lipid droplets by binding a dodecameric seipin complex,"Chao Li, Xue-Nan Sun, ..., Philipp E. Scherer",10.0,Worth scanning,2,Adipose tissue / adipocyte biology,adipose_axis,"adipose_axis: adipocyte, fat mass",10.1126/science.adr9755,https://doi.org/10.1126/science.adr9755,,,,,"The microprotein adipogenin (Adig) is predominantly expressed in adipose tissues. Here, we found that Adig interacts with seipin to form a stable, rigid complex. We present the structure of the seipin-Adig complex at an overall resolution of ~3.0 angstroms. The structure revealed that mammalian seipin assembles into two distinct oligomeric forms: undecamers and dodecamers. Adig selectively bound to the dodecameric form and enhanced seipin assembly by bridging and stabilizing adjacent subunits. Functionally, this complex promoted lipid droplet development at both early and late stages. In transgenic mice, adipocyte-specific overexpression of Adig increased fat mass and enlarged lipid droplets, whereas Adig deletion disrupted triglyceride accumulation in brown adipose tissues. Thus, Adig can modulate lipid storage through its structural and functional interactions with seipin."
